TRADE HISTORY
Date,Action,Ticker,Name,Price,Shares,Value,Weight %
2025-03-21,1939384.29,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28,2048715.94,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04,1990272.97,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-11,2173580.15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-18,2143433.65,2,0.0,0,0,0,50.0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0
2025-04-25,2124103.53,2,0.0,0,0,0,50.0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0
2025-05-02,2153804.91,4,0.0,0,0,25.0,25.0,0,0,0,0,0,0,0,25.0,25.0,0,0,0,0,0
2025-05-09,2380491.2,9,0.0,11.11,0,11.11,11.11,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,11.11,0
2025-05-16,2344327.28,9,0.0,11.11,11.11,11.11,11.11,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0
2025-05-23,2343139.54,9,-0.0,11.11,11.11,11.11,11.11,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0
2025-05-30,2150183.84,5,0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,0,20.0,20.0,0,0,0,0,0
2025-06-06,2252984.55,7,-0.0,0,14.29,14.29,14.29,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0
2025-06-13,2108226.95,5,-0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,0,20.0,20.0,0,0,0,0,0
2025-06-20,2114749.79,5,0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,0,20.0,20.0,0,0,0,0,0
2025-06-27,2214555.5,5,0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,0,20.0,20.0,0,0,0,0,0
2025-07-04,2284489.17,7,-0.0,0,14.29,14.29,14.29,0,0,0,0,14.29,0,0,14.29,14.29,0,0,0,14.29,0
2025-07-11,2563400.76,10,0.0,10.0,10.0,10.0,10.0,0,10.0,0,0,10.0,10.0,0,10.0,10.0,0,0,0,10.0,0
2025-07-18,2714450.72,10,-0.0,10.0,10.0,10.0,10.0,0,10.0,0,0,10.0,10.0,0,10.0,10.0,0,0,0,10.0,0
2025-07-25,2701875.76,10,-0.0,10.0,10.0,10.0,10.0,0,10.0,0,0,10.0,10.0,0,10.0,10.0,0,0,0,10.0,0
2025-08-01,2608662.86,10,0.0,10.0,10.0,10.0,10.0,0,10.0,0,0,10.0,10.0,0,10.0,10.0,0,0,0,10.0,0
2025-08-08,3079584.24,10,0.0,10.0,10.0,10.0,10.0,0,10.0,0,0,10.0,10.0,0,10.0,10.0,0,0,0,10.0,0
2025-08-15,2913421.4,10,-0.0,10.0,10.0,10.0,10.0,0,10.0,0,0,10.0,10.0,0,10.0,10.0,0,0,0,10.0,0
2025-08-22,2898327.04,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29,2898327.04,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-05,2949821.46,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-12,2976694.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-19,3044578.96,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-26,3137618.9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-03,3269846.77,8,0.0,12.5,12.5,12.5,12.5,0,12.5,0,0,12.5,12.5,0,12.5,0,0,0,0,0,0
2025-10-10,2716828.26,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-17,2622947.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-24,2531857.68,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-31,2542753.36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-07,2676171.09,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-14,2621929.53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-21,2666677.38,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-28,2698333.76,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-05,2714760.51,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-12,2788059.92,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19,2876192.06,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-26,2770653.71,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-02,2864060.85,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-09,2962832.61,5,-0.0,0,0,20.0,20.0,0,0,0,0,20.0,0,0,0,20.0,0,0,0,20.0,0
2026-01-16,2772904.62,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23,3199829.93,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-30,2900994.93,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-06,2932267.49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-13,2877572.31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-20,2992708.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-27,2993714.31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06,2971181.88,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-13,2791864.69,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-20,2791864.69,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-27,2791864.69,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-03,2791864.69,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-10,2791864.69,5,-0.0,0,20.0,0,20.0,0,0,0,0,20.0,20.0,0,0,20.0,0,0,0,0,0
2026-04-17,2821691.9,8,0.0,0,12.5,0,12.5,0,12.5,0,0,12.5,12.5,0,12.5,12.5,0,0,0,12.5,0
2026-04-24,2769770.79,5,0.0,0,0,0,20.0,0,20.0,0,0,20.0,20.0,0,0,20.0,0,0,0,0,0
2026-05-01,2843165.76,8,-0.0,12.5,0,0,12.5,0,12.5,0,0,12.5,12.5,0,12.5,12.5,0,0,0,12.5,0
